molregno	chembl_id	accession	description	target_name	standard_relation	standard_value	standard_units	standard_type	organism	assay_cell_type	Num_Atoms	ALogP	LogD	QED	SMILES_cpd	SMILES_BM	BMCluster	BMCluster_size
1480248	CHEMBL2262408	P00533	Inhibition of EGFR (unknown origin)	Epidermal growth factor receptor erbB1	=	250034.54	nM	IC50	Homo sapiens		30	4.314	4.619	0.45557	CC(C)NCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1	N(c1ccccc1)c2ccnc3ccccc23	11	82
1480247	CHEMBL2262407	P00533	Inhibition of EGFR (unknown origin)	Epidermal growth factor receptor erbB1	=	130016.96	nM	IC50	Homo sapiens		30	4.46	3.622	0.33988	CCCNCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1	N(c1ccccc1)c2ccnc3ccccc23	11	82
189207	CHEMBL117324	P00533	Inhibition of EGFR (unknown origin)	Epidermal growth factor receptor erbB1	=	150003.02	nM	IC50	Homo sapiens		34	4.482	4.27	0.42775	COC[C@@H]1CCCN1CC#CC(=O)Nc2ccc3ncc(C#N)c(Nc4cccc(Br)c4)c3c2	C(Nc1ccc2nccc(Nc3ccccc3)c2c1)C#CCN4CCCC4	616	2
1492256	CHEMBL2283259	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	29850	nM	IC50	Homo sapiens		15	2.437	2.437	0.75101	CC(C)(C)NC(=O)\C=C\c1ccccc1	c1ccccc1	92	145
1492255	CHEMBL2283258	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	38460	nM	IC50	Homo sapiens		23	6.484	6.484	0.3272	CCCCCCCCCCCCNC(=O)\C=C\c1ccccc1	c1ccccc1	92	145
1492254	CHEMBL2283257	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	15740	nM	IC50	Homo sapiens		18	3.83	3.83	0.85781	Brc1ccccc1NC(=O)\C=C\c2ccccc2	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1492253	CHEMBL2283256	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	13930	nM	IC50	Homo sapiens		19	4.411	4.411	0.83401	Clc1cc(Cl)cc(NC(=O)\C=C\c2ccccc2)c1	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1492252	CHEMBL2283255	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	16170	nM	IC50	Homo sapiens		19	4.411	4.411	0.83401	Clc1ccc(NC(=O)\C=C\c2ccccc2)c(Cl)c1	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1526004	CHEMBL2336335	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	13710	nM	IC50	Homo sapiens		18	3.746	3.746	0.83403	Clc1ccc(NC(=O)\C=C\c2ccccc2)cc1	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1176834	CHEMBL1830131	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	14590	nM	IC50	Homo sapiens		18	3.746	3.746	0.83403	Clc1cccc(NC(=O)\C=C\c2ccccc2)c1	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1303268	CHEMBL1981977	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	9860	nM	IC50	Homo sapiens		18	3.746	3.746	0.83403	Clc1ccccc1NC(=O)\C=C\c2ccccc2	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1492250	CHEMBL2283253	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	12880	nM	IC50	Homo sapiens		20	3.698	3.699	0.67238	Fc1cc(NC(=O)\C=C\c2ccccc2)cc(F)c1F	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1492249	CHEMBL2283252	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	13230	nM	IC50	Homo sapiens		19	3.493	3.493	0.83976	Fc1cc(F)cc(NC(=O)\C=C\c2ccccc2)c1	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1492248	CHEMBL2283251	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	11690	nM	IC50	Homo sapiens		19	3.493	3.493	0.83976	Fc1ccc(NC(=O)\C=C\c2ccccc2)c(F)c1	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1526030	CHEMBL2336361	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	10020	nM	IC50	Homo sapiens		18	3.287	3.288	0.82072	Fc1ccc(NC(=O)\C=C\c2ccccc2)cc1	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1320027	CHEMBL1998736	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	7370	nM	IC50	Homo sapiens		18	3.287	3.288	0.82072	Fc1ccccc1NC(=O)\C=C\c2ccccc2	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1492246	CHEMBL2283249	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	10230	nM	IC50	Homo sapiens		20	3.414	3.414	0.84296	CCOc1ccc(NC(=O)\C=C\c2ccccc2)cc1	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1492245	CHEMBL2283248	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	9350	nM	IC50	Homo sapiens		20	3.414	3.414	0.84296	CCOc1ccccc1NC(=O)\C=C\c2ccccc2	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1526026	CHEMBL2336357	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	9050	nM	IC50	Homo sapiens		19	3.066	3.066	0.85033	COc1ccc(NC(=O)\C=C\c2ccccc2)cc1	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1526024	CHEMBL2336355	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	5160	nM	IC50	Homo sapiens		19	3.066	3.066	0.85033	COc1ccccc1NC(=O)\C=C\c2ccccc2	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1492242	CHEMBL2283245	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	14580	nM	IC50	Homo sapiens		20	4.276	4.276	0.82146	CC(C)c1ccc(NC(=O)\C=C\c2ccccc2)cc1	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1526028	CHEMBL2336359	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	12690	nM	IC50	Homo sapiens		18	3.568	3.568	0.81229	Cc1ccc(NC(=O)\C=C\c2ccccc2)cc1	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1176833	CHEMBL1830130	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	19690	nM	IC50	Homo sapiens		18	3.568	3.568	0.81229	Cc1cccc(NC(=O)\C=C\c2ccccc2)c1	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1526027	CHEMBL2336358	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	12290	nM	IC50	Homo sapiens		18	3.568	3.568	0.81229	Cc1ccccc1NC(=O)\C=C\c2ccccc2	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1176832	CHEMBL1830129	P00533	Inhibition of autophosphorylation of His6-tagged EGFR cytoplasmic domain (unknown origin) expressed in Sf9 cells by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	23160	nM	IC50	Homo sapiens		17	3.082	3.082	0.79587	O=C(Nc1ccccc1)\C=C\c2ccccc2	C(Nc1ccccc1)\C=C\c2ccccc2	1043	21
1511349	CHEMBL2312304	P00533	Inhibition of EGFR (unknown origin)	Epidermal growth factor receptor erbB1	=	4090	nM	IC50	Homo sapiens		34	4.173	4.173	0.41445	Clc1ccc(Cl)c(CNc2ncc(C(=O)NCCCN3CCOC3=O)c(NC4CCCC4)n2)c1	C(CNCc1cnc(NCc2ccccc2)nc1NC3CCCC3)CN4CCOC4	1198	1
1511348	CHEMBL2312303	P00533	Inhibition of EGFR (unknown origin)	Epidermal growth factor receptor erbB1	=	4290	nM	IC50	Homo sapiens		34	3.967	3.967	0.42303	Clc1ccc(Cl)c(CNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC4CCCC4)n2)c1	C(CNCc1cnc(NCc2ccccc2)nc1NC3CCCC3)CN4CCCC4	1199	2
1511346	CHEMBL2312301	P00533	Inhibition of EGFR (unknown origin)	Epidermal growth factor receptor erbB1	>	30000	nM	IC50	Homo sapiens		34	2.622	2.622	0.43698	COc1ccccc1CNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC4CCCC4)n2	C(CNCc1cnc(NCc2ccccc2)nc1NC3CCCC3)CN4CCCC4	1199	2
1511335	CHEMBL2312290	P00533	Inhibition of EGFR (unknown origin)	Epidermal growth factor receptor erbB1	>	30000	nM	IC50	Homo sapiens		37	2.927	2.926	0.35228	COc1ccc(CCNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC4CCCC4)n2)cc1OC	C(CNCc1cnc(NCCc2ccccc2)nc1NC3CCCC3)CN4CCCC4	1200	1
1511703	CHEMBL2312654	P00533	Inhibition of EGFR (unknown origin) in presence of ATP	Epidermal growth factor receptor erbB1	=	590	nM	IC50	Homo sapiens		31	5.645	4.092	0.49441	CN(C)C1CCC(CC1)Nc2nc(Nc3cc(Cl)cc(Cl)c3)ncc2c4onc(C)c4	C1CCC(CC1)Nc2nc(Nc3ccccc3)ncc2c4oncc4	1201	1
1511701	CHEMBL2312652	P00533	Inhibition of EGFR (unknown origin) in presence of ATP	Epidermal growth factor receptor erbB1	=	30000	nM	IC50	Homo sapiens		32	2.323	2.307	0.49778	CN1CCC(CC1)NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2N[C@@H]4COC[C@H]4O	C(NC1CCNCC1)c2cnc(Nc3ccccc3)nc2N[C@H]4CCOC4	1202	1
1511697	CHEMBL2312649	P00533	Inhibition of EGFR (unknown origin) in presence of ATP	Epidermal growth factor receptor erbB1	=	30000	nM	IC50	Homo sapiens		35	4.417	2.848	0.49866	CN(C)C1CCC(CC1)Nc2nc(Nc3cc(Cl)cc(Cl)c3)ncc2C(=O)NC4CCN(C)CC4	C(NC1CCNCC1)c2cnc(Nc3ccccc3)nc2NC4CCCCC4	1203	1
1511694	CHEMBL2312646	P00533	Inhibition of EGFR (unknown origin) in presence of ATP	Epidermal growth factor receptor erbB1	=	30000	nM	IC50	Homo sapiens		32	4.362	4.345	0.54994	CN1CCC(CC1)NC(=O)c2cnc(NCc3cc(Cl)ccc3Cl)nc2NC4CCCC4	C(Nc1ncc(CNC2CCNCC2)c(NC3CCCC3)n1)c4ccccc4	1204	2
1511693	CHEMBL2312645	P00533	Inhibition of EGFR (unknown origin) in presence of ATP	Epidermal growth factor receptor erbB1	=	30000	nM	IC50	Homo sapiens		32	3.016	3	0.58352	COc1ccccc1CNc2ncc(C(=O)NC3CCN(C)CC3)c(NC4CCCC4)n2	C(Nc1ncc(CNC2CCNCC2)c(NC3CCCC3)n1)c4ccccc4	1204	2
190171	CHEMBL116438	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	8600	nM	IC50	Homo sapiens	Sf9	27	3.573	2.967	0.39274	COc1cc(\C=C\C(=C\C(=O)\C=C\c2ccc(O)c(OC)c2)\O)ccc1O	C(C=C\C=C\c1ccccc1)\C=C\c2ccccc2	1205	1
1515243	CHEMBL2316159	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	4800	nM	IC50	Homo sapiens	Sf9	34	7.663	7.663	0.44769	COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515242	CHEMBL2316158	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	1900	nM	IC50	Homo sapiens	Sf9	29	4.63	4.63	0.66925	COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccc(cc3)S(=O)(=O)C)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515241	CHEMBL2316157	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	2000	nM	IC50	Homo sapiens	Sf9	29	5.072	5.072	0.6403	COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3cc(OC)cc(OC)c3)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515240	CHEMBL2316156	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	18600	nM	IC50	Homo sapiens	Sf9	27	5.088	5.088	0.69352	COc1ccc(\C=C\2/CCC\C(=C/c3cc(OC)cc(OC)c3)\C2=O)cc1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515239	CHEMBL2316155	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	5300	nM	IC50	Homo sapiens	Sf9	28	4.846	4.837	0.75168	COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccc(OC)c(O)c3)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515238	CHEMBL2316154	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	3900	nM	IC50	Homo sapiens	Sf9	28	5.266	5.259	0.66588	COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccc(cc3)N(C)C)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515237	CHEMBL2316153	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	4600	nM	IC50	Homo sapiens	Sf9	26	4.862	4.862	0.80005	COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccc(O)cc3)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515236	CHEMBL2316152	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	20800	nM	IC50	Homo sapiens	Sf9	27	5.088	5.088	0.69352	COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccccc3OC)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515235	CHEMBL2316151	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	400	nM	IC50	Homo sapiens	Sf9	27	4.62	4.601	0.60988	COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccc(O)c(O)c3)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515234	CHEMBL2316150	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	6100	nM	IC50	Homo sapiens	Sf9	27	5.088	5.088	0.69352	COc1cccc(\C=C\2/CCC\C(=C/c3cc(OC)cc(OC)c3)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515233	CHEMBL2316149	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	7500	nM	IC50	Homo sapiens	Sf9	25	5.777	5.777	0.65203	COc1cc(OC)cc(\C=C\2/CCC\C(=C/C3CCCCC3)\C2=O)c1	C1CCC(CC1)\C=C\2/CCC\C(=C/c3ccccc3)\C2	1207	1
1515232	CHEMBL2316148	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	15300	nM	IC50	Homo sapiens	Sf9	26	5.769	5.769	0.64252	COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccc(Cl)cc3)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515231	CHEMBL2316147	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	5600	nM	IC50	Homo sapiens	Sf9	26	5.31	5.31	0.69965	COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccc(F)cc3)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515230	CHEMBL2316146	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	7100	nM	IC50	Homo sapiens	Sf9	26	5.853	5.853	0.58996	COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccc(Br)cc3)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515229	CHEMBL2316145	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	6800	nM	IC50	Homo sapiens	Sf9	26	5.853	5.853	0.58996	COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3cccc(Br)c3)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515228	CHEMBL2316144	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	8000	nM	IC50	Homo sapiens	Sf9	26	5.853	5.853	0.58996	COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccccc3Br)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515227	CHEMBL2316143	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	2100	nM	IC50	Homo sapiens	Sf9	26	5.31	5.31	0.69965	COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccccc3F)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515226	CHEMBL2316142	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	1500	nM	IC50	Homo sapiens	Sf9	26	5.769	5.769	0.64252	COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccccc3Cl)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515225	CHEMBL2316141	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	2200	nM	IC50	Homo sapiens	Sf9	26	5.769	5.769	0.64252	COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3cccc(Cl)c3)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1515224	CHEMBL2316140	P00533	Inhibition of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells assessed as reduction in enzyme autophosphorylation by DELFIA time resolved fluorometry	Epidermal growth factor receptor erbB1	=	1600	nM	IC50	Homo sapiens	Sf9	25	5.104	5.104	0.72944	COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccccc3)\C2=O)c1	C1C\C(=C/c2ccccc2)\C\C(=C\c3ccccc3)\C1	1206	19
1514779	CHEMBL2315700	P00533	Inhibition of EGFR (unknown origin) by Z-LYTE assay	Epidermal growth factor receptor erbB1	=	125	ug.mL-1	IC50	Homo sapiens		31	2.78	0.6	0.37649	C[C@H]1CC[C@@]2(C)[C@@H](CCC=C2C)[C@]1(C)CC3=C(O)C(=O)C=C(N[C@@H](CO)C(=O)O)C3=O	C(C1CCCC2C=CCC[C@@H]12)C3=CCC=CC3	1208	1
484130	CHEMBL484235	P00533	Inhibition of EGFR (unknown origin) by Z-LYTE assay	Epidermal growth factor receptor erbB1	>	200	ug.mL-1	IC50	Homo sapiens		26	4.732	4.03	0.55049	COC1=CC(=O)C(=C(C\C=C(/C)\CC[C@@]2(C)CCC=C(C)[C@H]2C)C1=O)O	C(CC1CCC=CC1)C=CCC2=CCC=CC2	1209	10
446704	CHEMBL470685	P00533	Inhibition of EGFR (unknown origin) by Z-LYTE assay	Epidermal growth factor receptor erbB1	>	200	ug.mL-1	IC50	Homo sapiens		26	4.786	4.084	0.54778	COC1=CC(=O)C(=C(C\C=C(/C)\CC[C@@]2(C)CCC[C@@H](C)C2=C)C1=O)O	C(CC1CCCCC1)C=CCC2=CCC=CC2	1210	10
1514778	CHEMBL2315699	P00533	Inhibition of EGFR (unknown origin) by Z-LYTE assay	Epidermal growth factor receptor erbB1	=	148	ug.mL-1	IC50	Homo sapiens		32	5.088	2.932	0.33877	CC(C)[C@@H](NC1=CC(=O)C(=C(C\C=C(/C)\CC[C@@]2(C)CCC=C(C)[C@H]2C)C1=O)O)C(=O)O	C(CC1CCC=CC1)C=CCC2=CCC=CC2	1209	10
1514777	CHEMBL2315698	P00533	Inhibition of EGFR (unknown origin) by Z-LYTE assay	Epidermal growth factor receptor erbB1	=	130	ug.mL-1	IC50	Homo sapiens		32	5.142	2.986	0.3366	CC(C)[C@@H](NC1=CC(=O)C(=C(C\C=C(/C)\CC[C@@]2(C)CCC[C@@H](C)C2=C)C1=O)O)C(=O)O	C(CC1CCCCC1)C=CCC2=CCC=CC2	1210	10
1514776	CHEMBL2315697	P00533	Inhibition of EGFR (unknown origin) by Z-LYTE assay	Epidermal growth factor receptor erbB1	=	130	ug.mL-1	IC50	Homo sapiens		32	5.088	2.932	0.33877	CC(C)[C@H](NC1=CC(=O)C(=C(C\C=C(/C)\CC[C@@]2(C)CCC=C(C)[C@H]2C)C1=O)O)C(=O)O	C(CC1CCC=CC1)C=CCC2=CCC=CC2	1209	10
1514775	CHEMBL2315696	P00533	Inhibition of EGFR (unknown origin) by Z-LYTE assay	Epidermal growth factor receptor erbB1	=	193	ug.mL-1	IC50	Homo sapiens		32	5.142	2.986	0.3366	CC(C)[C@H](NC1=CC(=O)C(=C(C\C=C(/C)\CC[C@@]2(C)CCC[C@@H](C)C2=C)C1=O)O)C(=O)O	C(CC1CCCCC1)C=CCC2=CCC=CC2	1210	10
1514774	CHEMBL2315695	P00533	Inhibition of EGFR (unknown origin) by Z-LYTE assay	Epidermal growth factor receptor erbB1	>	200	ug.mL-1	IC50	Homo sapiens		31	3.356	1.205	0.3259	C[C@@H]1C(=CCC[C@]1(C)CC\C(=C\CC2=C(O)C(=O)C=C(N[C@H](CO)C(=O)O)C2=O)\C)C	C(CC1CCC=CC1)C=CCC2=CCC=CC2	1209	10
1514487	CHEMBL2315411	P00533	Inhibition of EGFR (unknown origin) by Z-LYTE assay	Epidermal growth factor receptor erbB1	>	200	ug.mL-1	IC50	Homo sapiens		31	3.41	1.259	0.32569	C[C@@H]1CCC[C@](C)(CC\C(=C\CC2=C(O)C(=O)C=C(N[C@H](CO)C(=O)O)C2=O)\C)C1=C	C(CC1CCCCC1)C=CCC2=CCC=CC2	1210	10
